-0.73418	-0.28553	0.59476
-0.73142	-0.37344	0.97731
-0.45976	-0.17782	0.62702
0.44776	0.85053	1.8998
0.78607	1.1029	2.6287
0.3535	0.62602	2.0836
-0.2785	0.12107	1.0596
0.0046689	0.20378	1.6594
-0.18453	0.38813	1.0785
0.58009	0.73339	1.9532
0.30981	0.80657	1.5782
-0.23609	0.2927	1.2243
-0.51159	0.14999	1.0675
-0.63649	0.19829	0.94803
-0.56569	0.23195	1.0201
0.17458	0.89625	1.7408
0.40898	1.1564	2.0023
0.082981	0.93109	1.7416
-0.43229	0.52996	1.2924
-0.76571	0.26243	0.98881
-0.54616	0.43801	1.1647
0.59749	1.3662	2.1539
1.6199	2.2099	3.0421
-0.61459	0.34732	1.1589
0.010931	0.60531	2.0067
0.26137	0.98977	2.0634
-0.34518	0.44308	1.4134
-0.87971	-0.15069	0.91321
-0.46278	0.3739	1.1494
0.59171	1.7732	1.7888
-0.38219	0.78957	0.93931
0.24625	1.2383	1.841
0.5489	1.656	1.8381
0.044608	0.63772	1.8755
0.23435	1.2381	1.8817
0.77338	1.4543	2.3347
1.0383	1.4315	2.6512
1.083	1.4968	2.693
1.1218	1.7548	2.5409
1.1658	1.9688	2.2792
0.69544	1.1387	1.9077
0.086599	0.19476	1.2748
-0.10785	0.14348	1.0853
0.46069	1.174	1.8946
0.91897	1.2524	2.3403
-0.20058	0.27312	0.99906
-0.0076111	0.053908	1.3302
0.21623	0.28982	1.7154
0.22176	0.7071	1.7215
0.31847	1.1785	1.6374
0.4048	1.4229	1.5455
0.27642	1.1205	1.4762
-0.05847	0.46668	1.4279
0.00074102	0.85112	1.4092
0.27048	1.1543	1.7393
0.44472	1.1265	2.0102
0.3279	0.93625	1.7591
0.031254	0.69121	1.1716
-0.25731	0.48387	0.59534
-0.34988	0.4067	0.37802
-0.058544	0.55217	0.86725
0.4561	0.90845	1.6932
0.30782	1.0702	1.2248
0.18405	0.64714	1.5728
-0.58321	-0.1656	0.65968
-0.49436	-0.083408	1.0436
-0.59502	-0.093392	1.0003
-0.89406	-0.30864	0.52231
-0.88872	-0.42687	0.48625
-0.65896	-0.46094	0.83605
-1.2653	-0.80679	-0.15073
-0.54955	-0.076319	0.78252
-0.4254	-0.14206	1.0013
-0.55766	0.43788	1.0167
-0.5586	0.15734	1.2684
-1.2573	-0.36054	0.591
-0.29922	0.39831	1.2562
-0.62494	-0.16014	0.56541
-1.0382	-0.66233	0.025052
-1.0911	-0.68923	0.070552
-0.95281	-0.44159	0.43343
-0.79253	-0.12018	0.84521
-0.77947	0.074255	1.0374
-0.99831	0.022092	0.84791
-1.1956	-0.071675	0.54
-1.0334	0.079091	0.4833
-0.37379	0.60193	0.85979
0.12003	0.99002	1.1009
-0.11551	0.81226	0.73166
-0.44556	0.57497	0.40319
-0.25158	0.76587	0.69753
-0.17881	0.86108	0.7953
-0.73561	0.42786	0.085199
-0.94912	0.17537	-0.21875
-0.71329	0.21934	0.022569
-0.25201	0.44111	0.5399
0.21085	0.72203	1.064
0.49542	0.96377	1.3789
0.59791	1.1493	1.4816
0.55854	1.2819	1.4222
0.41755	1.3649	1.2509
0.21516	1.4015	1.018
-0.0084089	1.3951	0.77371
-0.21293	1.349	0.56815
-0.35817	1.2664	0.45158
-0.40392	1.1507	0.47417
-0.30994	1.0051	0.68615
-0.036007	0.83302	1.1377
0.1754	0.73532	1.4383
-0.44894	0.67304	0.58111
-0.67745	-0.033249	0.70939
0.29795	1.1672	1.3897
0.73059	1.5903	1.7438
-0.68964	0.12947	0.5847
-0.67044	0.12825	0.5339
-0.47526	0.41891	0.62657
-0.51241	0.29216	0.53786
-0.65851	-0.2396	0.36829
-1.0936	-0.53846	-0.010724
-1.5964	-0.55343	-0.45697
-1.8829	-0.41584	-0.77442
-1.9248	-0.19341	-0.90171
-1.7581	0.062047	-0.81117
-1.4188	0.29869	-0.47511
-0.94286	0.4647	0.13415
-0.47126	0.62203	0.77732
-0.39586	0.83109	0.68688
-0.55253	0.25646	0.57919
-0.66231	0.27743	0.37194
-0.42829	0.7058	0.74746
-0.18746	0.65379	1.4001
-1.0681	-0.11361	-0.067629
0.082928	0.82034	1.1821
0.57857	1.463	0.9853
0.084107	0.9127	0.5191
-0.58023	0.058346	0.47159
-0.58891	0.092604	0.80355
0.12413	1.1082	1.2492
-0.35817	0.33735	1.066
-0.93644	-0.58158	0.8019
-1.2276	-1.0786	0.6379
-1.2916	-1.2354	0.55574
-1.1879	-1.1341	0.53719
-0.97654	-0.85646	0.56403
-0.71711	-0.48432	0.61801
-0.46941	-0.099593	0.68091
-0.29319	0.21586	0.7345
-0.226	0.40513	0.7687
-0.21654	0.51113	0.8061
-0.1913	0.60176	0.87744
-0.076765	0.7449	1.0135
0.20057	1.0084	1.2449
0.65921	1.4129	1.5676
1.0977	1.7892	1.8379
1.2594	1.9209	1.8772
0.88792	1.5915	1.5071
-0.02968	0.79199	0.74606
-0.53195	0.34168	0.40211
-0.083683	0.66195	0.87428
-0.17041	0.37421	0.75071
-0.31318	-0.019341	0.46616
0.071721	0.2002	0.67826
-0.057502	0.4033	0.7931
0.062865	0.6395	1.0659
0.97258	0.97895	1.6263
0.73849	0.76555	1.3463
-0.2574	0.19385	0.5947
-0.85085	-0.26636	0.22371
-0.43311	-0.30261	0.64857
-0.20328	-0.17186	0.88098
-0.25933	-0.049367	0.87091
-0.33854	-0.023716	0.85924
-0.39211	-0.075631	0.87521
-0.42474	-0.15888	0.89514
-0.44111	-0.22722	0.89537
-0.44576	-0.24405	0.85834
-0.44259	-0.21124	0.79088
-0.43536	-0.14027	0.70595
-0.42783	-0.042633	0.61649
-0.42376	0.070177	0.53544
-0.42691	0.18667	0.47576
-0.45008	0.28432	0.4396
-0.54233	0.29642	0.38599
-0.73403	0.17814	0.28348
-0.94465	0.016162	0.18187
-1.0854	-0.092606	0.13749
-1.1455	-0.1421	0.15147
-1.1334	-0.14895	0.21117
-1.0578	-0.12979	0.30392
-0.92727	-0.10127	0.41708
-0.75043	-0.080002	0.53797
-0.53587	-0.082637	0.65396
-0.30429	-0.12726	0.75227
-0.12479	-0.23782	0.81968
-0.058462	-0.42616	0.84775
-0.086153	-0.65007	0.84754
-0.16861	-0.85382	0.83501
-0.2666	-0.98164	0.82611
-0.34088	-0.9778	0.83678
-0.35219	-0.78655	0.88299
-0.2613	-0.35214	0.98067
-0.079503	0.29084	1.1113
-0.020236	0.74656	1.1187
-0.34748	0.52885	0.81197
-1.026	-0.40286	0.22558
-1.1415	-0.73598	0.052215
-0.75105	-0.42934	0.24052
-0.22952	0.12901	0.49686
0.04827	0.55099	0.5276
-0.29249	0.44854	0.039107
-1.2192	-0.21669	-0.87625
-1.4816	-0.41798	-0.99805
-1.0711	-0.11381	-0.38376
-0.39145	0.40362	0.49314
0.22246	0.89097	1.2413
0.71047	1.3004	1.7978
1.0811	1.6331	2.1817
1.343	1.8899	2.4124
1.5045	2.0721	2.509
1.5744	2.1806	2.4906
1.5611	2.2166	2.3765
1.4732	2.1811	2.1858
1.3192	2.0751	1.9378
1.1076	1.8997	1.6515
0.84711	1.656	1.3463
0.54617	1.345	1.0412
0.21335	0.96789	0.75551
-0.14282	0.52561	0.50836
-0.50886	0.038816	0.30983
-0.85171	-0.39371	0.13347
-1.1357	-0.67587	-0.04412
-1.3348	-0.80053	-0.19763
-1.4252	-0.78281	-0.28958
-1.3833	-0.6378	-0.28248
-1.1852	-0.38062	-0.13885
-0.80732	-0.026382	0.1788
-0.25481	0.39911	0.67556
0.35123	0.82726	1.2269
0.86073	1.1788	1.6759
1.154	1.3899	1.8987
1.2324	1.4593	1.9036
1.1277	1.4012	1.7317
0.87164	1.2298	1.4246
0.49603	0.9594	1.0233
0.032586	0.60414	0.56921
-0.48695	0.17828	0.10364
-1.0308	-0.30397	-0.33216
-1.5239	-0.78702	-0.66435
-1.7175	-1.0499	-0.68902
-1.4519	-0.93458	-0.29519
-1.096	-0.70028	0.12624
-1.0271	-0.62221	0.18281
-1.126	-0.62223	-0.022482
-1.1776	-0.55503	-0.25888
-1.079	-0.35981	-0.2803
-0.82611	-0.058543	0.013576
-0.63555	0.14035	0.23865
-0.54769	0.20712	0.3177
-0.54112	0.17211	0.28763
-0.59442	0.065656	0.18535
-0.68618	-0.08192	0.047775
-0.79497	-0.24028	-0.088198
-0.89939	-0.3791	-0.18566
-0.98197	-0.47424	-0.21687
-1.0411	-0.52638	-0.19075
-1.0791	-0.54238	-0.12541
-1.0983	-0.52913	-0.038939
-1.101	-0.49349	0.050564
-1.0895	-0.44234	0.125
-1.0662	-0.38206	0.17009
-1.0324	-0.3171	0.18677
-0.98955	-0.25139	0.1798
-0.93908	-0.18891	0.15394
-0.88235	-0.1336	0.11395
-0.82075	-0.089405	0.064578
-0.75567	-0.060288	0.010589
-0.69352	-0.052511	-0.04375
-0.66083	-0.081599	-0.09612
-0.68917	-0.16539	-0.14469
-0.81007	-0.32172	-0.18763
-1.0551	-0.56843	-0.2231
-1.3438	-0.82261	-0.2309
-1.1477	-0.59835	-0.11728
-0.7484	-0.20286	-0.10643
-2.0602	-1.5095	-0.89005
-1.7084	-1.1882	-0.87964
-1.414	-0.84618	-0.77088
-1.2838	-0.77603	-0.49306
-0.91782	-0.59886	-0.037737
-0.78175	-0.39545	-0.26667
-0.30847	-0.33786	0.11856
-1.8195	-1.1688	-0.81211
-1.5947	-1.3619	-0.65818
-1.1301	-1.3099	-0.3467
-1.0413	-1.2454	-0.27994
-1.2005	-1.1737	-0.37744
-1.4797	-1.1003	-0.55874
-1.7513	-1.0305	-0.74338
-1.9125	-0.96904	-0.86643
-1.9611	-0.91805	-0.92505
-1.9201	-0.87914	-0.93196
-1.8123	-0.85389	-0.89985
-1.6608	-0.84384	-0.84143
-1.4884	-0.85057	-0.7694
-1.3182	-0.87565	-0.69646
