-12.909	7.4633	2.9868
-5.9684	3.5968	1.6833
-1.5585	2.0413	1.6182
0.85092	1.9005	2.1831
1.7904	2.2783	2.7697
1.7904	2.2783	2.7697
1.4853	1.6326	1.9818
1.5649	1.7411	1.5071
1.5649	1.7411	1.5071
1.5601	1.8576	1.7434
1.9883	2.3096	2.1346
1.9883	2.3096	2.1346
1.9002	2.4338	2.0938
1.9568	2.5612	2.3281
1.9568	2.5612	2.3281
2.4135	2.9744	2.7134
1.7844	2.1758	1.9191
1.7844	2.1758	1.9191
2.0065	2.3649	2.3844
2.2147	2.5829	2.5669
2.2147	2.5829	2.5669
1.9011	2.0228	2.2823
1.7534	1.9781	1.9335
1.7534	1.9781	1.9335
1.3692	1.5489	1.4817
1.111	1.2674	1.0558
1.111	1.2674	1.0558
2.1098	1.8388	1.6652
1.8242	1.7596	1.8494
1.8242	1.7596	1.8494
0.7644	0.98043	0.92815
1.1684	1.2736	1.3348
1.1684	1.2736	1.3348
1.7196	1.706	1.7917
2.1213	2.2089	2.0222
2.1213	2.2089	2.0222
1.3545	1.4668	0.90191
1.5037	1.9675	1.1707
1.5037	1.9675	1.1707
1.5907	1.879	1.8351
1.5711	1.6432	1.2018
1.5711	1.6432	1.2018
0.86996	1.3908	1.0107
0.8033	1.1389	0.9054
0.8033	1.1389	0.9054
0.89285	1.0019	1.0446
1.2811	1.4012	1.2334
1.2811	1.4012	1.2334
0.75607	1.0904	0.49897
0.76401	1.1355	0.35834
0.76401	1.1355	0.35834
1.2342	1.1664	1.0809
1.0404	1.0526	1.1219
1.0404	1.0526	1.1219
0.81697	1.2311	0.48428
0.97019	1.2879	1.0484
0.97019	1.2879	1.0484
0.59176	1.1804	0.81341
1.4051	1.6238	1.439
1.4051	1.6238	1.439
0.10284	0.62234	0.24489
0.70879	1.1647	0.7762
0.70879	1.1647	0.7762
1.111	1.4037	0.75558
1.3664	1.3616	1.1375
1.3664	1.3616	1.1375
0.87108	1.4266	0.55244
1.7172	2.0911	1.9563
1.7172	2.0911	1.9563
1.8505	2.1121	2.0634
1.2107	1.6348	1.2576
1.2107	1.6348	1.2576
0.54556	1.074	0.80479
1.2576	1.8364	1.4924
1.2576	1.8364	1.4924
0.49135	1.0727	0.40521
1.1612	1.4943	1.0071
1.1612	1.4943	1.0071
1.4245	1.7463	1.3373
1.4497	2.078	1.6561
1.4497	2.078	1.6561
1.1106	1.379	1.2199
1.3248	1.7321	1.6768
1.3248	1.7321	1.6768
1.097	1.6568	1.0661
1.646	1.9618	1.7398
1.646	1.9618	1.7398
1.652	2.1365	1.9649
1.9426	2.2049	2.1493
1.9426	2.2049	2.1493
1.3277	1.8475	1.3428
1.4012	1.4809	1.6387
1.4012	1.4809	1.6387
1.5655	1.8033	1.8783
1.9812	2.2316	2.2356
1.9812	2.2316	2.2356
1.6861	1.7044	1.6862
2.2255	2.2855	2.448
2.2255	2.2855	2.448
1.7702	1.6797	1.9603
1.7564	1.7951	1.9442
1.7564	1.7951	1.9442
1.4022	1.6224	1.543
1.503	1.6042	1.9016
1.503	1.6042	1.9016
1.39	1.4282	1.581
1.5892	1.592	1.1514
1.5892	1.592	1.1514
